2025-09-12T06:12:19.595039Z 10762200000 10762200 0 0
2025-09-12T06:12:19.595882Z 10360020000 10360040 0 20
2025-09-12T06:12:19.606763Z 10360020000 10360040 0 20
2025-09-12T06:12:19.608334Z 10208340000 10208500 0 160
2025-09-12T06:12:19.619383Z 10208340000 10208500 0 160
2025-09-12T06:12:19.621103Z 9615120000 9615500 0 380
2025-09-12T06:12:19.632203Z 9615120000 9615500 0 380
2025-09-12T06:12:19.633946Z 9298500000 9298980 0 480
2025-09-12T06:12:19.644991Z 9298500000 9298980 0 480
2025-09-12T06:12:19.646678Z 8733880000 8734520 0 640
2025-09-12T06:12:19.657730Z 8733880000 8734520 0 640
2025-09-12T06:12:19.659641Z 8122620000 8123520 0 900
2025-09-12T06:12:19.670872Z 8122620000 8123520 0 900
2025-09-12T06:12:19.672575Z 7389120000 7390520 0 1400
2025-09-12T06:12:19.683653Z 7389120000 7390520 0 1400
2025-09-12T06:12:19.685913Z 7146140000 7148020 0 1880
2025-09-12T06:12:19.697231Z 7146140000 7148020 0 1880
2025-09-12T06:12:19.699600Z 7060860000 7063020 0 2160
2025-09-12T06:12:19.710941Z 7060860000 7063020 0 2160
2025-09-12T06:12:19.712875Z 6854500000 6857020 0 2520
2025-09-12T06:12:19.724286Z 6854500000 6857020 0 2520
2025-09-12T06:12:19.726115Z 6650890000 6653810 0 2920
2025-09-12T06:12:19.737403Z 6650890000 6653810 0 2920
2025-09-12T06:12:19.739448Z 6551430000 6554790 0 3360
2025-09-12T06:12:19.750684Z 6551430000 6554790 0 3360
2025-09-12T06:12:19.752731Z 6441170000 6444790 0 3620
2025-09-12T06:12:19.764028Z 6441170000 6444790 0 3620
2025-09-12T06:12:19.766139Z 6357170000 6361290 0 4120
2025-09-12T06:12:19.777402Z 6357170000 6361290 0 4120
2025-09-12T06:12:19.780518Z 6193170000 6197290 0 4120
2025-09-12T06:12:19.791809Z 6193170000 6197290 0 4120
2025-09-12T06:12:19.797049Z 6153030000 6157290 0 4260
2025-09-12T06:12:19.809715Z 1945890000 1970150 0 24260
2025-09-12T06:12:19.832075Z 1945890000 1970150 0 24260
2025-09-12T06:12:19.847470Z 1945890000 1970150 0 24260
2025-09-12T06:12:19.862739Z 1945890000 1970150 0 24260
2025-09-12T06:12:19.884901Z 1945890000 1970150 0 24260
2025-09-12T06:12:19.906472Z 1945890000 1970150 0 24260
2025-09-12T06:12:19.924744Z 1945890000 1970150 0 24260
2025-09-12T06:12:19.940040Z 1945890000 1970150 0 24260
2025-09-12T06:12:19.959524Z 1945890000 1970150 0 24260
2025-09-12T06:12:19.973704Z 1945890000 1970150 0 24260
2025-09-12T06:12:19.990088Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.009400Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.023172Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.037456Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.052223Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.069206Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.084622Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.103284Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.118337Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.134442Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.149440Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.164602Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.180807Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.200832Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.215656Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.229869Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.243772Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.257681Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.273888Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.289942Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.308115Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.333478Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.354869Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.370798Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.389239Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.402888Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.416875Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.431069Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.449198Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.468200Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.483981Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.497916Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.516933Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.534456Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.547885Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.564499Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.583429Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.600462Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.618549Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.638676Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.657895Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.677980Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.694676Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.711525Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.727238Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.742247Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.758010Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.773671Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.790611Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.806388Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.826882Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.844511Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.868289Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.884905Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.900275Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.914462Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.933056Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.948893Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.966384Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.980668Z 1945890000 1970150 0 24260
2025-09-12T06:12:20.996815Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.011799Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.031767Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.048537Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.062932Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.078517Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.099052Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.113598Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.132340Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.147508Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.166645Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.182261Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.201508Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.219098Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.237012Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.253704Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.271815Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.290420Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.305868Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.321567Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.343321Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.358914Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.381205Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.395752Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.413966Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.432637Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.453119Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.470376Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.485776Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.510113Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.523313Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.538231Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.553734Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.570843Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.585223Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.600718Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.618034Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.633888Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.653490Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.670484Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.685089Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.699305Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.713808Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.732065Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.748683Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.767781Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.785128Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.801695Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.818203Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.831589Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.846023Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.868227Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.897289Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.913626Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.930494Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.953361Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.972606Z 1945890000 1970150 0 24260
2025-09-12T06:12:21.991184Z 1945890000 1970150 0 24260
