2025-09-08T13:50:14.566035Z	-60000	0	0	60
2025-09-08T13:50:14.566810Z	390000000	390000	0	0
2025-09-08T13:50:15.067377Z	-60000	0	0	60
2025-09-08T13:50:15.568725Z	-60000	0	0	60
2025-09-08T13:50:16.070202Z	-60000	0	0	60
2025-09-08T13:50:16.571354Z	-60000	0	0	60
2025-09-08T13:50:17.072552Z	-60000	0	0	60
2025-09-08T13:50:17.573699Z	-60000	0	0	60
2025-09-08T13:50:18.074806Z	-60000	0	0	60
2025-09-08T13:50:18.576101Z	-60000	0	0	60
2025-09-08T13:50:19.077433Z	-60000	0	0	60
2025-09-08T13:50:19.578465Z	-60000	0	0	60
2025-09-08T13:50:20.079872Z	-60000	0	0	60
2025-09-08T13:50:20.580971Z	-60000	0	0	60
2025-09-08T13:50:21.082029Z	-60000	0	0	60
2025-09-08T13:50:21.583178Z	-60000	0	0	60
2025-09-08T13:50:22.084301Z	-60000	0	0	60
2025-09-08T13:50:22.585514Z	-60000	0	0	60
2025-09-08T13:50:23.086673Z	-60000	0	0	60
2025-09-08T13:50:23.587689Z	-60000	0	0	60
2025-09-08T13:50:24.088728Z	-60000	0	0	60
2025-09-08T13:50:24.589895Z	-60000	0	0	60
2025-09-08T13:50:25.091008Z	-60000	0	0	60
2025-09-08T13:50:25.592379Z	-60000	0	0	60
2025-09-08T13:50:26.093788Z	-60000	0	0	60
2025-09-08T13:50:26.594818Z	-60000	0	0	60
2025-09-08T13:50:27.095804Z	-60000	0	0	60
2025-09-08T13:50:27.597043Z	-60000	0	0	60
2025-09-08T13:50:28.098233Z	-60000	0	0	60
2025-09-08T13:50:28.599361Z	-60000	0	0	60
2025-09-08T13:50:29.100379Z	-60000	0	0	60
2025-09-08T13:50:29.601744Z	-60000	0	0	60
2025-09-08T13:50:30.103445Z	-60000	0	0	60
2025-09-08T13:50:30.604505Z	-60000	0	0	60
2025-09-08T13:50:31.105880Z	-60000	0	0	60
2025-09-08T13:50:31.607387Z	-60000	0	0	60
2025-09-08T13:50:32.108548Z	-60000	0	0	60
2025-09-08T13:50:32.609753Z	-60000	0	0	60
2025-09-08T13:50:33.110833Z	-60000	0	0	60
2025-09-08T13:50:33.612284Z	-60000	0	0	60
2025-09-08T13:50:34.113521Z	-60000	0	0	60
2025-09-08T13:50:34.614635Z	-60000	0	0	60
2025-09-08T13:50:35.115744Z	-60000	0	0	60
2025-09-08T13:50:35.616890Z	-60000	0	0	60
2025-09-08T13:50:36.117860Z	-60000	0	0	60
2025-09-08T13:50:36.619319Z	-60000	0	0	60
2025-09-08T13:50:37.120659Z	-60000	0	0	60
2025-09-08T13:50:37.622122Z	-60000	0	0	60
2025-09-08T13:50:38.123360Z	-60000	0	0	60
2025-09-08T13:50:38.624603Z	-60000	0	0	60
2025-09-08T13:50:39.125991Z	-60000	0	0	60
2025-09-08T13:50:39.627474Z	-60000	0	0	60
2025-09-08T13:50:40.128761Z	-60000	0	0	60
2025-09-08T13:50:40.629956Z	-60000	0	0	60
2025-09-08T13:50:41.131226Z	-60000	0	0	60
2025-09-08T13:50:41.632356Z	-60000	0	0	60
2025-09-08T13:50:42.133790Z	-60000	0	0	60
2025-09-08T13:50:42.634849Z	-60000	0	0	60
