2025-09-11T06:34:19.993296Z	0	0	0	58
2025-09-11T06:34:20.033694Z	44	13	0	58
2025-09-11T06:34:21.130423Z	44	5	7	60
2025-09-11T06:34:21.654002Z	44	7	6	60
2025-09-11T06:34:22.201544Z	44	1	12	60
2025-09-11T06:34:22.709772Z	44	1	12	61
2025-09-11T06:34:22.749883Z	47	4	10	61
2025-09-11T06:34:23.838464Z	47	4	10	62
2025-09-11T06:34:25.498764Z	47	3	11	61
2025-09-11T06:34:26.022416Z	47	4	10	61
2025-09-11T06:34:30.913818Z	47	5	8	63
2025-09-11T06:34:32.543490Z	47	4	9	63
2025-09-11T06:34:36.276408Z	47	4	9	64
2025-09-11T06:34:36.825183Z	47	4	9	66
2025-09-11T06:34:40.056380Z	47	4	9	67
2025-09-11T06:34:41.147500Z	47	6	7	67
2025-09-11T06:34:44.936245Z	47	6	7	68
2025-09-11T06:34:55.217730Z	47	8	4	67
2025-09-11T06:34:59.462179Z	47	0	9	67
2025-09-11T06:35:01.646950Z	47	4	8	67
2025-09-11T06:35:04.867764Z	47	6	6	67
2025-09-11T06:35:06.497116Z	47	2	10	67
2025-09-11T06:35:08.085255Z	47	2	10	68
2025-09-11T06:35:10.279210Z	47	3	10	68
2025-09-11T06:35:10.835094Z	47	4	9	68
2025-09-11T06:35:15.200448Z	47	6	7	68
2025-09-11T06:35:22.193307Z	47	6	7	69
2025-09-11T06:35:30.285574Z	47	6	7	70
2025-09-11T06:35:34.101807Z	47	3	9	70
2025-09-11T06:35:34.658055Z	47	5	9	70
