2025-09-11T09:51:22.167119Z	0	0	0	28
2025-09-11T09:51:22.175350Z	40	10	0	28
2025-09-11T09:51:23.199278Z	44	2	8	28
2025-09-11T09:51:29.878519Z	44	0	10	30
2025-09-11T09:51:44.709308Z	44	0	10	30
2025-09-11T09:51:46.247775Z	44	0	10	29
2025-09-11T09:51:48.818438Z	44	0	10	29
2025-09-11T09:51:58.545262Z	44	0	10	28
2025-09-11T09:51:59.566268Z	44	0	10	29
2025-09-11T09:52:11.344092Z	44	0	10	29
2025-09-11T09:52:13.390637Z	44	0	10	29
2025-09-11T09:52:19.024365Z	44	0	10	29
2025-09-11T09:52:27.215461Z	44	0	10	29
2025-09-11T09:52:29.772849Z	44	0	10	29
2025-09-11T09:52:37.974528Z	44	0	10	29
2025-09-11T09:52:49.219864Z	44	0	10	29
2025-09-11T09:55:25.195724Z	44	0	10	29
2025-09-11T09:55:31.421169Z	46	0	10	28
2025-09-11T09:55:31.924770Z	46	0	10	29
2025-09-11T09:55:31.942796Z	47	1	10	29
2025-09-11T09:55:34.012699Z	47	1	10	30
2025-09-11T09:55:34.031473Z	48	2	10	30
2025-09-11T09:55:34.553429Z	50	2	10	30
2025-09-11T09:55:36.128480Z	51	1	12	30
2025-09-11T09:55:36.633630Z	51	1	12	31
2025-09-11T09:55:36.652464Z	55	1	12	31
2025-09-11T09:55:38.733770Z	55	1	12	32
2025-09-11T09:55:53.892313Z	55	1	12	31
2025-09-11T09:56:14.126825Z	55	0	13	32
2025-09-11T09:56:24.980682Z	55	0	13	33
2025-09-11T10:10:16.901652Z	55	0	13	33
2025-09-11T10:14:34.204736Z	55	0	13	34
2025-09-11T10:33:17.732413Z	56	1	12	34
