2025-09-11T09:51:22.659827Z	441
2025-09-11T09:51:23.666457Z	514
2025-09-11T09:51:25.682904Z	529
2025-09-11T09:51:29.712368Z	528
2025-09-11T09:51:30.716160Z	544
2025-09-11T09:51:32.230658Z	558
2025-09-11T09:51:44.815932Z	558
2025-09-11T09:51:46.327192Z	558
2025-09-11T09:51:48.846339Z	558
2025-09-11T09:51:57.910412Z	567
2025-09-11T09:51:57.913930Z	582
2025-09-11T09:51:59.926358Z	573
2025-09-11T09:52:11.506065Z	573
2025-09-11T09:52:15.536932Z	573
2025-09-11T09:52:19.057508Z	573
2025-09-11T09:52:27.613400Z	573
2025-09-11T09:52:30.131647Z	573
2025-09-11T09:52:31.641880Z	582
2025-09-11T09:52:38.187855Z	573
2025-09-11T09:52:49.264113Z	573
2025-09-11T09:53:37.072689Z	582
2025-09-11T09:53:38.590587Z	582
2025-09-11T09:55:25.605913Z	573
2025-09-11T09:55:34.697864Z	571
2025-09-11T09:55:41.768920Z	563
2025-09-11T09:55:50.860653Z	577
2025-09-11T09:55:57.931347Z	591
2025-09-11T09:56:16.099153Z	597
2025-09-11T09:56:20.634958Z	611
2025-09-11T09:56:30.215306Z	616
2025-09-11T09:56:49.411656Z	630
2025-09-11T09:56:52.439402Z	643
2025-09-11T09:57:21.699700Z	657
2025-09-11T09:57:32.810959Z	671
2025-09-11T09:57:37.349022Z	680
2025-09-11T10:01:15.738701Z	694
2025-09-11T10:17:28.826227Z	689
2025-09-11T10:33:23.681125Z	702
